央视,#genre#
CCTV13,https://live.goodiptv.club/api/cqyx.php?id=cctv13HD
CCTV14,https://live.goodiptv.club/api/cqyx.php?id=cctv14HD
CCTV15,https://live.goodiptv.club/api/cqyx.php?id=cctv15HD
CCTV16,https://live.goodiptv.club/api/cqyx.php?id=cctv16HD
CCTV17,https://live.goodiptv.club/api/cqyx.php?id=cctv17HD
CCTV5+,https://live.goodiptv.club/api/cqyx.php?id=cctv5SportHD
CCTV4K,https://live.goodiptv.club/api/cqyx.php?id=CCTV4K
CCTV16 4K,https://live.goodiptv.club/api/cqyx.php?id=CCTV16_4K
CCTV1,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225804/index.m3u8
CCTV2,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226195/index.m3u8
CCTV2,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226224/index.m3u8
CCTV4,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226191/index.m3u8
CCTV5,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226395/index.m3u8
CCTV5+,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225761/index.m3u8
CCTV8,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226012/index.m3u8
CCTV9,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226197/index.m3u8
CCTV10,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226189/index.m3u8
CCTV13,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226233/index.m3u8
CCTV14,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226193/index.m3u8
CCTV15,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225785/index.m3u8
CCTV4,http://jycb.f3322.net:85/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,http://jycb.f3322.net:85/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0

CCTV1,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226231/index.m3u8
CCTV2,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226195/index.m3u8
CCTV3,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226397/index.m3u8
CCTV4,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226191/index.m3u8
CCTV5,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226395/index.m3u8
CCTV5+,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226221/index.m3u8
CCTV6,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226393/index.m3u8
CCTV7,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226192/index.m3u8
CCTV8,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226391/index.m3u8
CCTV9,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226197/index.m3u8
CCTV10,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226189/index.m3u8
CCTV11,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226240/index.m3u8
CCTV12,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226190/index.m3u8
CCTV13,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226233/index.m3u8
CCTV14,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226193/index.m3u8
CCTV15,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225785/index.m3u8
CCTV16,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226921/index.m3u8
CCTV17,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226198/index.m3u8
CETV1,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225753/index.m3u8
CETV2,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225756/index.m3u8
CETV3,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226226/index.m3u8
CETV4,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226225/index.m3u8
LZTV,https://file.luzhoubs.com/nmip-media/channellive/channel106011/playlist.m3u8

四川卫视,http://111.59.63.32:9901/tsfile/live/1029_1.m3u8
四川卫视,http://221.213.43.82:8888/newlive/live/hls/32/live.m3u8
四川卫视,https://live.goodiptv.club/api/cqyx.php?id=sichuanHD
浙江卫视,http://hw-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
湖南卫视,https://live.goodiptv.club/api/cqyx.php?id=hunanHD
重庆卫视,https://live.goodiptv.club/api/cqyx.php?id=chongqingHD
江苏卫视,https://live.goodiptv.club/api/cqyx.php?id=jiangsuHD
北京卫视,https://live.goodiptv.club/api/cqyx.php?id=beijingHD
浙江卫视,https://live.goodiptv.club/api/cqyx.php?id=zhejiangHD
东方卫视,https://live.goodiptv.club/api/cqyx.php?id=shanghaiHD
深圳卫视,https://live.goodiptv.club/api/cqyx.php?id=shenzhenHD
辽宁卫视,https://live.goodiptv.club/api/cqyx.php?id=liaoningHD
天津卫视,https://live.goodiptv.club/api/cqyx.php?id=tianjinHD
贵州卫视,https://live.goodiptv.club/api/cqyx.php?id=guizhouHD
东南卫视,https://live.goodiptv.club/api/cqyx.php?id=dongnanHD
黑龙江卫视,https://live.goodiptv.club/api/cqyx.php?id=heilongjiangHD
江西卫视,https://live.goodiptv.club/api/cqyx.php?id=jiangxiHD
吉林卫视,https://live.goodiptv.club/api/cqyx.php?id=jilinHD
广西卫视,https://live.goodiptv.club/api/cqyx.php?id=guangxiHD
广东卫视,https://live.goodiptv.club/api/cqyx.php?id=guangdongHD
东南卫视,https://live.goodiptv.club/api/cqyx.php?id=henanHD
第一剧场,https://live.goodiptv.club/api/cqyx.php?id=diyijuchangHD
都市剧场,https://live.goodiptv.club/api/cqyx.php?id=dsjcHD
动漫秀场,https://live.goodiptv.club/api/cqyx.php?id=dmxcHD
魅力足球,https://live.goodiptv.club/api/cqyx.php?id=mlzqHD
风云剧场,https://live.goodiptv.club/api/cqyx.php?id=fyjcHD
求索纪录,https://live.goodiptv.club/api/cqyx.php?id=qsjlHD
兵器科技,https://live.goodiptv.club/api/cqyx.php?id=bqkjHD
游戏风云,https://live.goodiptv.club/api/cqyx.php?id=yxfyHD
怀旧剧场,https://live.goodiptv.club/api/cqyx.php?id=hjjcHD
风云音乐,https://live.goodiptv.club/api/cqyx.php?id=fyyyHD
央视台球,https://live.goodiptv.club/api/cqyx.php?id=ystqHD
风云足球,https://live.goodiptv.club/api/cqyx.php?id=fyzqHD
文化精品,https://live.goodiptv.club/api/cqyx.php?id=yswhHD
高尔夫网球,https://live.goodiptv.club/api/cqyx.php?id=golfHD
早期教育,https://live.goodiptv.club/api/cqyx.php?id=zaojiaoHD
江苏卫视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226200/index.m3u8
深圳卫视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226205/index.m3u8
北京卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225796/index.m3u8
黑龙江卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225802/index.m3u8
河北卫视,http://event.pull.hebtv.com/jishi/weishipindao.m3u8
云南卫视,http://tvlive.ynradio.com/live/yunnanweishi/chunks.m3u8
青海卫视,http://stream.qhbtv.com/qhws/sd/live.m3u8
三沙卫视,https://pullsstv90080111.ssws.tv/live/SSTV20220729.m3u8
延边卫视,http://live.ybtvyun.com/video/s10006-44f040627ca1/index.m3u8
浙江少儿,http://hw-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
浙江少儿,http://hw-m-l.cztv.com/channels/lantian/channel08/1080p.m3u8?k=1a7559a51eeb880b021619a07f463ac4&t=1577153787
南京少儿,http://live.nbs.cn/channels/njtv/sepd/500k.m3u8
南京少儿,http://live.nbs.cn/channels/njtv/sepd/m3u8:500k/live.m3u8
壹电视新闻台,mitv://generationnexxxt.com:19806/5412871c2b4647b4882137cf515ff9bd
年代新闻,mitv://generationnexxxt.com:19806/7c2814b267f640b6a2bb1f40999c0c3d
东森新闻台,mitv://generationnexxxt.com:19806/5b1a60c89a0a48d0aa1f7762561dc8f0
中天新闻台,mitv://generationnexxxt.com:19806/9b166358e81d4f04962d5ebb1534232b
民视新闻台,mitv://generationnexxxt.com:19806/83f9c2f19d134724a87ad202c3be4d05
三立新闻台,mitv://generationnexxxt.com:19806/65b8c4df2bad49f3a68dd9aae0d40148
好莱坞电影台,mitv://generationnexxxt.com:19806/959a1152a09b4cecb4164ff86039903b
私人影院,mitv://generationnexxxt.com:19806/70da0d32acc542c48e992a2dd380fd2f
霹雳台湾台,mitv://generationnexxxt.com:19806/b13e34e34d9c4e7e96de6c4562d7d092
民视,mitv://generationnexxxt.com:19806/097f5c26e07342108fdbc51ad4a716a3
台视,mitv://generationnexxxt.com:19806/2bc7114bdf304bf6b77f77e2597abd37


电影,#genre#
变形金刚超能勇士崛,https://vip.ffzyread1.com/20230711/15118_655c0059/2000k/hls/index.m3u8
变形金刚超能勇士崛,https://s6.bfzycdn.com/video/bianxingjingangchaonengyongshijueqi/HD/index.m3u8
变形金刚超能勇士崛,https://s6.bfzycdn.com/video/bianxingjingangchaonengyongshijueqi/%E5%9B%BD%E8%AF%AD%E7%89%88/index.m3u8
变形金刚超能勇士崛,https://s.xlzys.com/play/DdwAvk1a/index.m3u8
变形金刚超能勇士崛,https://hot.qoqkkhy.com/20230711/pSXSVioi/1000kb/hls/index.m3u8
帝王计划怪兽遗产,https://vip.ffzyread.com/20231117/19720_4a682b97/2000k/hls/mixed.m3u8
逃学威龙,https://s2.bfzycdn.com/video/taoxueweilong/HD%E5%9B%BD%E8%AF%AD/index.m3u8
逃学威龙2,https://vip.ffzy-play6.com/20221112/6101_3ea56df6/2000k/hls/mixed.m3u8
逃学威龙2,https://s2.bfzycdn.com/video/taoxueweilong2/HD%E5%9B%BD%E8%AF%AD/index.m3u8
逃学威龙3,https://www.dmzybf.com/Playvideo/outrun/live/6a6b5645534c6d7379645771374971357074445138513d3d.m3u8
逃学威龙3之龙过鸡年,https://s2.bfzycdn.com/video/taoxueweilong3zhilongguojinian/HD%E5%9B%BD%E8%AF%AD/index.m3u8
无敌幸运星,https://s2.bfzycdn.com/video/wudixingyunxing/HD%E5%9B%BD%E8%AF%AD/index.m3u8
咖喱辣椒,https://s1.bfzycdn.com/video/kalilajiao/HD%E5%9B%BD%E8%AF%AD/index.m3u8
最佳女婿,https://s2.bfzycdn.com/video/zuijianvxu/HD%E5%9B%BD%E8%AF%AD/index.m3u8
功夫,https://s6.bfzycdn.com/video/gongfu/%E5%9B%BD%E8%AF%AD%E9%AB%98%E6%B8%85/index.m3u8
唐伯虎点秋香,https://s2.bfzycdn.com/video/tangbohudianqiuxiang/HD%E5%9B%BD%E8%AF%AD/index.m3u8
大话西游之月光宝盒,https://s1.bfzycdn.com/video/dahuaxiyouzhiyueguangbaohe/HD%E5%9B%BD%E8%AF%AD/index.m3u8
大话西游之大圣娶亲,https://s1.bfzycdn.com/video/dahuaxiyouzhidashengquqin/HD%E5%9B%BD%E8%AF%AD/index.m3u8
大话西游之大圣娶亲,https://datas-s8pwfqdu9yystn90fb----------------cache.haozhansou.com/datas/mov3/dahuaxiyouzhidashengquqin.m3u8
小偷阿星,https://s1.bfzycdn.com/video/xiaotouaxing/HD%E5%9B%BD%E8%AF%AD/index.m3u8
一本漫画闯天涯,https://s2.bfzycdn.com/video/yibenmanhuachuangtianya/HD%E4%B8%AD%E5%AD%97/index.m3u8
整蛊专家,https://s1.bfzycdn.com/video/zhengguzhuanjia/HD%E5%9B%BD%E8%AF%AD/index.m3u8
行运一条龙,https://s6.bfzycdn.com/video/xingyunyitiaolong/HD%E5%9B%BD%E8%AF%AD/index.m3u8
百变星君,https://s1.bfzycdn.com/video/baibianxingjun/HD%E5%9B%BD%E8%AF%AD/index.m3u8
回魂夜1995,https://s6.bfzycdn.com/video/huihunye1995/HD%E5%9B%BD%E8%AF%AD/index.m3u8
少林足球,https://s3.bfzycdn.com/video/shaolinzuqiu/HD%E5%9B%BD%E8%AF%AD/index.m3u8
非洲和尚,https://s1.bfzycdn.com/video/feizhouheshang/HD%E5%9B%BD%E8%AF%AD/index.m3u8
情圣1991,https://vip.ffzy-online2.com/20230403/30720_15bd82f8/2000k/hls/mixed.m3u8
国产凌凌漆,https://s2.bfzycdn.com/video/guochanlinglingqi/HD%E5%9B%BD%E8%AF%AD/index.m3u8

❤️Dj视频MV,#genre#
dj,https://vd4.bdstatic.com/mda-ncdfurx49ht1fh9w/720p/h264_delogo/1647256721820297861/mda-ncdfurx49ht1fh9w.mp4
蚂蚁的日常,https://vd4.bdstatic.com/mda-nc005jwr87jrdssh/sc/cae_h264_delogo/1646179767551234681/mda-nc005jwr87jrdssh.mp4
获取更新,https://txmov2.a.kwimgs.com/upic/2022/03/21/19/BMjAyMjAzMjExOTA2MjRfMjYyNzI4Mjc4MV83MDE2MTEwMjY1Ml8yXzM=_b_B977559109a6b2bec30b01e11d458d398.mp4
电视家新版,https://vd2.bdstatic.com/mda-nctex3rji1v42a0w/sc/cae_h264_delogo/1648464135631429287/mda-nctex3rji1v42a0w.mp4
伤感DJ串烧为爱流泪,https://vd3.bdstatic.com/mda-nci8jqpzeyqkhdxe/720p/h264_delogo/1647670097763149460/mda-nci8jqpzeyqkhdxe.mp4
林翠萍的《我太傻》,https://vd2.bdstatic.com/mda-mb5qq1ic4yvekk6r/v2-hknm/sc/mda-mb5qq1ic4yvekk6r.mp4
伤心的眼泪,https://vd3.bdstatic.com/mda-ncn2c816zrf6u0im/sc/cae_h264_delogo/1648002300550722369/mda-ncn2c816zrf6u0im.mp4
《英雄泪》,https://vd3.bdstatic.com/mda-ncnp6tm56ngrxbis/360p/h264_delogo/1648055585617071282/mda-ncnp6tm56ngrxbis.mp4
2022几首DJ串烧,https://vd3.bdstatic.com/mda-nck3tqzgjvj076vc/sc/cae_h264_delogo/1647833645083560959/mda-nck3tqzgjvj076vc.mp4
DJ舞曲《让我做你的眼睛》,https://vd2.bdstatic.com/mda-mhaargrart2qrkdz/1080p/cae_h264/1629630942996744682/mda-mhaargrart2qrkdz.mp4
DJ版《时间会知道你好不好》,https://vd3.bdstatic.com/mda-mhairve7gvye1192/1080p/cae_h264/1629457148988604256/mda-mhairve7gvye1192.mp4
DJ版《爱不得忘不舍》,https://vd3.bdstatic.com/mda-mh8j8egnj8idbvd8/1080p/cae_h264/1629367979662473678/mda-mh8j8egnj8idbvd8.mp4
DJ版《蜜雪冰城》,https://vd3.bdstatic.com/mda-mhbae2pwwxhyxjcz/1080p/cae_h264/1628767594518574030/mda-mhbae2pwwxhyxjcz.mp4
《无味》DJ版,https://vd3.bdstatic.com/mda-mgqiagirsmmpuarm/1080p/cae_h264/1627218846577884242/mda-mgqiagirsmmpuarm.mp4
DJ版《原谅你的谎》,https://vd4.bdstatic.com/mda-mhacxx5vhr2we882/1080p/cae_h264/1628673933350116053/mda-mhacxx5vhr2we882.mp4
DJ《等爱》,https://vd2.bdstatic.com/mda-mfhh1e0hwq212rrt/sc/h264/1623988905898256147/mda-mfhh1e0hwq212rrt.mp4
DJ《醉过多少回》,https://vd4.bdstatic.com/mda-megp46e98a4f2b9g/sc/h264/1621239560364992817/mda-megp46e98a4f2b9g.mp4
DJ情歌《爱情迷了路》,https://vd4.bdstatic.com/mda-mdbrb7fns70avrmt/1080p/cae_h264/1618222287/mda-mdbrb7fns70avrmt.mp4
DJ最美不过你的微笑,https://vd4.bdstatic.com/mda-mhs2qjdmkjz2rb7g/sc/cae_h264/1630029534870787600/mda-mhs2qjdmkjz2rb7g.mp4
DJ流浪兄弟,https://vd2.bdstatic.com/mda-mhrdtax1km0idkc5/1080p/cae_h264/1629972852606533219/mda-mhrdtax1km0idkc5.mp4
车载DJ《多年以后》,https://vd3.bdstatic.com/mda-mhqekuegbh6112js/1080p/cae_h264/1629891559415737083/mda-mhqekuegbh6112js.mp4
红尘只是个过客,https://vd2.bdstatic.com/mda-mhq68s6g444n437t/hd/cae_h264/1629865742325435508/mda-mhq68s6g444n437t.mp4
经典老歌DJ舞曲七首,https://vd2.bdstatic.com/mda-mhwbtsnrmm6v6x5r/sc/cae_h264/1630403250895754314/mda-mhwbtsnrmm6v6x5r.mp4
精选五首DJ男声串烧,https://vd2.bdstatic.com/mda-maqfk730tsig88wr/v2-hknm/1080p/mda-maqfk730tsig88wr.mp4
韩可可《错位时空》DJ版,https://vd3.bdstatic.com/mda-mgciytzb45z6z8yj/1080p/cae_h264/1626183756603775947/mda-mgciytzb45z6z8yj.mp4
忘记你需要多久(DJ小鱼儿版),https://vd2.bdstatic.com/mda-mc1sm1r5s9azchjv/v1-cae/1080p/mda-mc1sm1r5s9azchjv.mp4
车载DJ《今夜为你醉...》,https://vdse.bdstatic.com//b68123a666cce39e7413da912e3675a3.mp4
DJ情歌6首,https://vdse.bdstatic.com//c9e449d2db0a3fa5f6a8afafbc43fbdc.mp4
抖音热歌《大风吹+夜夜夜漫长》,https://vdse.bdstatic.com//13da18e12728e9d7849f6589a3070b4c.mp4
2021年最好听的DJ串烧,https://vdse.bdstatic.com//cd396057d1fbcb12f0600d38a16effbc.mp4
《哑巴新娘...》,https://vdse.bdstatic.com//1a3fdd4def6feeef6a49f4c2bfd9fec2.mp4
女生版DJ洗脑神曲,https://vdse.bdstatic.com//6d2f84ad5762c818efd8dc210d8743c6.mp4
一夜火爆i网络DJ舞曲,https://vdse.bdstatic.com//692b9306c06b72d223c9d714f8ebe579.mp4
2021年最火伤感音乐,https://vdse.bdstatic.com//6d39df48360bdb12f73800397c4a6c02.mp4
Super Shy-NewJeans,https://apd-09dcb17243595607520b507ad300abe5.v.smtcdns.com/mv.music.tc.qq.com/AWSmvSoOfI2wK6N0MVSEzlK1jibFAIOykPezuQgdbW-E/4EC69C3C7473384ECA3F709A13E72585940CF9DDE9196522571882B0D78760ABA9F35B6126DBAE21A0191C59551EE2AFZZqqmusic_default/qmmv_0b53i4absaaaveagxa5ltzsfiryadfdqagka.f9944.m3u8
Crazy Love-락킷걸 (Rockit girl),https://apd-de9a37918f1783554d40d63676eaba57.v.smtcdns.com/mv.music.tc.qq.com/ATVy0kJ9M46ZDmCYd4Ng1PeWP0XCa8-YKrsG2OmXvfJE/AA473A14A1F17C2759DB48D2DE88FE53200CD5CF575FCA90CF493FF8C9A3B8CBDE4C9296D361F6F35A707DB026F5A52BZZqqmusic_default/qmmv_0b53xaabwaaagqafovx4gvrvjoaado4aag2a.f9944.m3u8
메모리즈 (Memories ),https://apd-09dcb17243595607520b507ad300abe5.v.smtcdns.com/mv.music.tc.qq.com/AI4hLKT4CELeiSTAhK0k8cM4b812462pSCK4xzVDCir0/E33BFAB345D7BA102CD5FD59126EDB36E430BFEBF9FBAE50BE4295861C1E6ABA6156F730F8ACA290C8AE80923FFC8798ZZqqmusic_default/qmmv_0a6bbqfqbacvctaoaeaq6bqfamavlv4z4ro3qepoiuhqmbipaadq.f9944.m3u8
龙卷风,https://apd-5a32bcb08fd5880084c6b30a5519efca.v.smtcdns.com/mv.music.tc.qq.com/A2xwLvnlTPImy7aYhsOmKJNXDGeRaSH07op8xEtvpBvI/F1493F6F58113645021CCA9DCD3F584594E8A78F2B29D3A1078BCECEBA07AB8087CAB2761D6E1C9AF778C6AD9CFE8C22ZZqqmusic_default/qmmv_0a6bh2egaubf4sapamcq2cqcambfjx4pwdbgtqhziuhaibamaiea.f9934.m3u8
稻香-周杰伦,https://apd-1d03af1ac779cb2342ac9896944d3eb9.v.smtcdns.com/mv.music.tc.qq.com/AwUXKFwZBmv6246xh7kuHf_MZEY4h2X6SY8wM7tt6c_A/B18DAE4D27809DD7FE4E6A71AF23D923FD2D1D638E8D0069006F1E6D7A694AC583B6CFEFF5F8DC5D008381071500361EZZqqmusic_default/qmmv_0b6bsqaawaaasmahuubamfrfjfaabokaac2a.f9944.m3u8
罗百吉、宝贝 - I miss you,https://mvwebfs.tx.kugou.com/202311242134/d9e872a62b06a82dfe68c4fcdb009b74/v2/c3d577ab3607ed151897f8069c898dda/G252/M06/06/0D/PA4DAF_9Qd6ADyysArFhf1Yf9G4456.mp4
Super Star - S.H.E,https://mvwebfs.tx.kugou.com/202311242139/207ff87323e9b39a886d09616231cd57/v2/1b2791465ca0547407286a440b20f519/KGTX/CLTX002/1b2791465ca0547407286a440b20f519.mp4
爱丫爱丫 - BY2,https://mvwebfs.ali.kugou.com/202311242142/5642ba48851818a761eb7d687a39e482/KGTX/CLTX002/7cbfc5d960e7f4f6d5a935d19a9acbbf.mp4
123木头人 - 黑Gir,https://mvwebfs.ali.kugou.com/202311242145/80dcbc81a597f8569cc38e7fabd04083/KGTX/CLTX002/fc996575c6a80e329e0165f2ee53bb50.mp4
布拉格广场 - 蔡依林、周杰伦,https://mvwebfs.tx.kugou.com/202311242146/cc188015da2fad12c66512805e80a6bb/v2/02d67d80df2a658eef61a6249085a146/KGTX/CLTX002/02d67d80df2a658eef61a6249085a146.mp4
冲动的惩罚 - 刀郎,https://mvwebfs.tx.kugou.com/202311242151/5ff47260f4963c6d3bd2fa45ae1d8b64/v2/13d8347ab1e690e66f4df6366680d40e/KGTX/CLTX002/13d8347ab1e690e66f4df6366680d40e.mp4
第一次爱的人 - 王心凌 ,https://mvwebfs.ali.kugou.com/202311242157/4f661c135e85d0e9e98404a7adc23fc1/KGTX/CLTX002/d185531b330601b3d21811b2b88644b8.mp4
冬天的秘密 - 周传雄,https://mvwebfs.ali.kugou.com/202311242157/c7eaea7484126b98ffbecaa03faefe50/KGTX/CLTX002/dc53d3142b81754197565908be69aabb.mp4
分手在那个秋天 - 浩瀚,https://mvwebfs.ali.kugou.com/202311242159/580476cb6108a34dba342012d02c850f/KGTX/CLTX002/8e101ec5344374bfef6fa4f292fd4dcd.mp4
感动天感动地 - 宇桐非,https://mvwebfs.ali.kugou.com/202311242200/e39def40c626f7e264a32c60ef2599b0/KGTX/CLTX002/5127501cfa156324d973deb698179836.mp4
会呼吸的痛 - 梁静茹,https://mvwebfs.tx.kugou.com/202311242203/94cfe657953d1f256eb5fe6b4cd8b3d0/v2/5602382efdc1c61760f7f492b471c288/KGTX/CLTX002/5602382efdc1c61760f7f492b471c288.mp4
老人与海 - 海鸣威、吴琼,https://mvwebfs.ali.kugou.com/202311242205/ef8da5bfbbd6419b8f4e29007afa7799/KGTX/CLTX002/663324ec2f511bf287da93506b1bd18a.mp4
连借口都没有 - 孙子涵,https://mvwebfs.ali.kugou.com/202311242206/f2879cf63ec942d69bdedccca746f910/v2/51432019a3caf0883aafd4770e742179/G190/M07/1B/05/npQEAF3xsJWAROoxB_IggDvR4XU138.mp4
淋雨一直走 - 张韶涵,https://mvwebfs.tx.kugou.com/202311242207/3c391ffe7e46bffb2077a676cb7100ae/v2/e9766be7ac3cc2874a0564e701beef1e/G091/M09/07/10/mw0DAFiDL9CAFa7RBaK2TIxOnCQ136.mp4
梦的翅膀受了伤 - 蒋雪儿,https://mvwebfs.ali.kugou.com/202311242208/8b2e3edc768c2978d67ecd7962bab3ad/v2/c710b28c2252fa9328eecd822f799cdf/G088/M00/06/19/-IYBAFiqWfyANdmVCH2ajudnSz8649.mp4
魔鬼中的天使 - 田馥甄,https://mvwebfs.ali.kugou.com/202311242209/3343c00a9d5c59654d7f80f457b78b93/v2/cf0a54a83f870f1c090bd3d0b0ce78fe/G249/M08/1D/1D/mYcBAF_bNziAPm7VBe6EJuZj76E961.mp4
闹够了没有 - 赖伟锋,https://mvwebfs.ali.kugou.com/202311242210/1ae294aab69878ac5091a1cfa94d2282/KGTX/CLTX002/e25c769f07548a9fb0c0aeb8e8f9d54d.mp4
你的烂借口 - 乔洋,https://mvwebfs.ali.kugou.com/202311242211/1bfa89c25c5a3b1bc524d3f5ea96ace7/v2/fbc878a429e6a1f6363ad922e14e2fc7/G251/M06/03/13/Ow4DAF_Ivt6ADMEVASwcNQ1t2q4762.mp4
暖暖 - 梁静茹,https://mvwebfs.ali.kugou.com/202311242213/289d0fbc58c3eec81463b7e6de8ec9d7/KGTX/CLTX002/3fb420cb7008888404801262c93b72fd.mp4
欧若拉 - 张韶涵,https://mvwebfs.ali.kugou.com/202311242215/8516bbd353db3fa087ec9a240c43ebf8/v2/194dd3ac6a35a53a7cd8775b2d0175df/G088/M01/1B/14/-IYBAFi9DBeASCrsAUA80ivXAUE498.mp4
让全世界知道我爱你 - 六哲、贺敬轩,https://mvwebfs.tx.kugou.com/202311242217/2e8cb778e13ee787cdff3d6bb4f47510/v2/2b9045ba283a78d7346c5ea9b193b4ed/G127/M01/15/11/X5QEAFsrxaaABcOgCIxuGglkCHw176.mp4
生日礼物 - 江涛,https://mvwebfs.ali.kugou.com/202311242219/0c6fb730f42f760ba69cb1282aa44175/KGTX/CLTX002/ef02244861793cd7687ff2c1e302330c.mp4
天使的翅膀 - 安琥,https://mvwebfs.ali.kugou.com/202311242221/ae56ba086ccff35cfd843c87bfd93d52/v2/a17c012b433787821074da222b4e235e/G093/M05/03/11/PZQEAFi9DauAEaTnAQuRJ0ptv50736.mp4
童话镇 - 暗杠,https://mvwebfs.ali.kugou.com/202311242222/d11b91e4da7b931adb3ec917b2c1f2ea/KGTX/CLTX002/dfee124c3baae5dc937f467a896aea6c.mp4
香水百合 - 张韶涵、郑丹妮、董雪,https://mvwebfs.ali.kugou.com/202311242227/054a5d6cfa09dcb0c3268643efa0760b/v2/8b0359ecb75c917ce8168acca9708f69/G131/M0A/06/13/ww0DAFrdunyAO2tsBd_79qVy6_c617.mp4
香烟爱上火柴 - 张政,https://mvwebfs.ali.kugou.com/202311242229/32dd49285c0cbfc63a0f41299f780bc7/KGTX/CLTX002/4575ee678d1f55a94edb95f66cbfd91f.mp4
新娘不是我 - 程响,https://mvwebfs.tx.kugou.com/202311242230/9d423c91abd0ee32aad2546619d5ba0a/v2/8736e89cd2ade0ed9a41b5b53baa207d/G131/M07/0B/09/Y5QEAFr1p82ASwMtCK5B08A04GU255.mp4
星月神话 - 金莎,https://mvwebfs.ali.kugou.com/202311242232/125ca55a0b4361c124b61b4f8ba43aae/v2/d526649986990f82f1f9a0c67e606a67/G088/M09/09/15/OJQEAFi9BUqAcgrjATACzYtdYRU447.mp4
余香 - 张小九,https://mvwebfs.ali.kugou.com/202311242235/750b1bec5f59050942034decee071357/KGTX/CLTX002/637c5f8aa3acefe66f2092fa47dffe49.mp4
早安隆回 - 袁树雄,https://mvwebfs.ali.kugou.com/202311242236/3be5ff301bdf630acb71b429b6ff8820/v2/9384dd5621985b5f44b8ba9d15180575/G248/M09/01/17/mIcBAF_YoZSAGI9vCCZOEX6yMZc972.mp4





♥央视频道,#genre#
CCTV-1    2K,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225804/index.m3u8
CCTV-2    2K,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226224/index.m3u8
CCTV-2    2K,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226195/index.m3u8?
CCTV-3    2K,http://111.20.40.172/PLTV/88888893/224/3221226397/index.m3u8
CCTV-4    2K,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226191/index.m3u8?
CCTV-4    2K,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226191/index.m3u8?
